SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationID,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationid,CurrentSchoolType,Gradelevel,All Students,Female,Male,Gender X,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,7th Grade,116,50.0,66.0,,2.0,8.0,3.0,12.0,,11.0,80.0,2.0,,1.0,19.0,,,,12.0,34.0,114.0,116.0,115.0,97.0,116.0,116,116.0,104.0,82.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,7th Grade,118,60.0,58.0,,1.0,4.0,3.0,9.0,,8.0,93.0,,,1.0,14.0,,,1.0,7.0,21.0,118.0,118.0,117.0,104.0,118.0,118,117.0,111.0,97.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,8th Grade,118,63.0,55.0,,,4.0,3.0,12.0,1.0,9.0,89.0,,,,8.0,,,1.0,10.0,33.0,118.0,118.0,118.0,110.0,118.0,118,117.0,108.0,85.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,8th Grade,114,48.0,66.0,,1.0,10.0,1.0,5.0,,7.0,90.0,,,1.0,3.0,,,2.0,10.0,27.0,114.0,114.0,113.0,111.0,114.0,114,112.0,104.0,87.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,8th Grade,113,54.0,59.0,,,4.0,6.0,8.0,,3.0,92.0,1.0,,2.0,13.0,,,1.0,3.0,25.0,112.0,113.0,111.0,100.0,113.0,113,112.0,110.0,88.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,8th Grade,115,44.0,71.0,,1.0,8.0,2.0,12.0,,11.0,81.0,3.0,,2.0,18.0,,,,10.0,31.0,112.0,115.0,113.0,97.0,115.0,115,115.0,105.0,84.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,8th Grade,118,63.0,55.0,,,4.0,4.0,8.0,,9.0,93.0,,,1.0,11.0,,,,10.0,22.0,118.0,118.0,117.0,107.0,118.0,118,118.0,108.0,96.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,8th Grade,117,54.0,63.0,,,6.0,2.0,9.0,,7.0,93.0,1.0,1.0,2.0,13.0,,,3.0,11.0,33.0,116.0,116.0,115.0,104.0,117.0,117,114.0,106.0,84.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,AllGrades,675,315.0,360.0,,1.0,29.0,15.0,41.0,1.0,86.0,502.0,19.0,1.0,9.0,72.0,,2.0,3.0,35.0,166.0,656.0,674.0,666.0,603.0,675.0,673,672.0,640.0,509.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,AllGrades,655,314.0,341.0,,2.0,35.0,11.0,36.0,1.0,78.0,492.0,11.0,2.0,4.0,53.0,,2.0,5.0,41.0,175.0,644.0,653.0,651.0,602.0,655.0,653,650.0,614.0,480.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,AllGrades,656,316.0,340.0,,2.0,33.0,11.0,37.0,1.0,65.0,507.0,9.0,,7.0,54.0,,,9.0,36.0,166.0,647.0,656.0,649.0,602.0,656.0,656,647.0,620.0,490.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,AllGrades,658,310.0,348.0,,3.0,36.0,9.0,41.0,,66.0,503.0,12.0,,8.0,65.0,,,3.0,29.0,159.0,646.0,658.0,650.0,593.0,658.0,658,655.0,629.0,499.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,AllGrades,672,323.0,349.0,,4.0,33.0,13.0,45.0,,65.0,512.0,4.0,1.0,5.0,74.0,,,1.0,31.0,144.0,668.0,671.0,667.0,598.0,672.0,672,671.0,641.0,528.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,AllGrades,673,311.0,362.0,,4.0,30.0,9.0,51.0,,59.0,520.0,2.0,2.0,5.0,69.0,,,12.0,31.0,138.0,671.0,671.0,668.0,604.0,673.0,673,661.0,642.0,535.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,Half-day Kindergarten,46,23.0,23.0,,1.0,3.0,,2.0,,7.0,33.0,1.0,,,4.0,,,1.0,,4.0,45.0,46.0,46.0,42.0,46.0,46,45.0,46.0,42.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,Half-day Kindergarten,52,22.0,30.0,,,1.0,,3.0,,7.0,41.0,,,1.0,4.0,,,2.0,,2.0,52.0,52.0,51.0,48.0,52.0,52,50.0,52.0,50.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,Kindergarten,51,19.0,32.0,,,,,2.0,,9.0,40.0,,,,4.0,,,1.0,,5.0,51.0,51.0,51.0,47.0,51.0,51,50.0,51.0,46.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,Kindergarten,52,25.0,27.0,,,4.0,,2.0,,5.0,41.0,5.0,,,2.0,,1.0,1.0,,2.0,47.0,52.0,52.0,50.0,52.0,51,51.0,52.0,50.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,Kindergarten,44,20.0,24.0,,,3.0,1.0,3.0,,8.0,29.0,3.0,,,3.0,,,,1.0,3.0,41.0,44.0,44.0,41.0,44.0,44,44.0,43.0,41.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,Kindergarten,45,29.0,16.0,,,2.0,,2.0,,8.0,33.0,2.0,,,2.0,,,,,4.0,43.0,45.0,45.0,43.0,45.0,45,45.0,45.0,41.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,Kindergarten,5,2.0,3.0,,,1.0,,,,1.0,3.0,,,,1.0,,,,,1.0,5.0,5.0,5.0,4.0,5.0,5,5.0,5.0,4.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,Kindergarten,1,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,1st Grade,26,12.0,14.0,,1.0,1.0,4.0,3.0,1.0,6.0,10.0,7.0,,4.0,9.0,,,2.0,,5.0,19.0,26.0,22.0,17.0,26.0,26,24.0,26.0,21.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,1st Grade,32,12.0,20.0,,,2.0,4.0,4.0,1.0,6.0,15.0,10.0,1.0,,14.0,,,2.0,,3.0,22.0,31.0,32.0,18.0,32.0,32,30.0,32.0,29.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,1st Grade,34,15.0,19.0,,,5.0,5.0,1.0,1.0,12.0,10.0,9.0,1.0,2.0,14.0,,,1.0,,3.0,25.0,33.0,32.0,20.0,34.0,34,33.0,34.0,31.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,1st Grade,42,24.0,18.0,,,7.0,2.0,6.0,,10.0,17.0,11.0,,1.0,16.0,1.0,,2.0,,5.0,31.0,42.0,41.0,26.0,41.0,42,40.0,42.0,37.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,1st Grade,38,19.0,19.0,,,7.0,4.0,8.0,,12.0,7.0,10.0,,1.0,15.0,1.0,,6.0,1.0,8.0,28.0,38.0,37.0,23.0,37.0,38,32.0,37.0,30.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,1st Grade,65,28.0,37.0,,,12.0,8.0,8.0,,6.0,31.0,20.0,,4.0,23.0,2.0,,5.0,1.0,7.0,45.0,65.0,61.0,42.0,63.0,65,60.0,64.0,58.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,2nd Grade,32,8.0,24.0,,,3.0,3.0,3.0,1.0,6.0,16.0,10.0,,1.0,17.0,1.0,1.0,3.0,,5.0,22.0,32.0,31.0,15.0,31.0,31,29.0,32.0,27.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,2nd Grade,26,12.0,14.0,,,4.0,4.0,1.0,1.0,10.0,6.0,8.0,,,13.0,,,,,1.0,18.0,26.0,26.0,13.0,26.0,26,26.0,26.0,25.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,2nd Grade,34,18.0,16.0,,,6.0,3.0,6.0,,7.0,12.0,7.0,,1.0,14.0,1.0,,,1.0,5.0,27.0,34.0,33.0,20.0,33.0,34,34.0,33.0,29.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,2nd Grade,30,15.0,15.0,,,6.0,2.0,8.0,,9.0,5.0,8.0,,1.0,12.0,,1.0,3.0,1.0,7.0,22.0,30.0,29.0,18.0,30.0,29,27.0,29.0,23.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,2nd Grade,52,21.0,31.0,,,5.0,9.0,9.0,,4.0,25.0,12.0,,5.0,22.0,2.0,,7.0,1.0,7.0,40.0,52.0,47.0,30.0,50.0,52,45.0,51.0,45.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,2nd Grade,54,27.0,27.0,,,6.0,9.0,5.0,,12.0,22.0,16.0,,3.0,22.0,,,4.0,,10.0,38.0,54.0,51.0,32.0,54.0,54,50.0,54.0,44.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,3rd Grade,29,14.0,15.0,,1.0,3.0,4.0,1.0,1.0,10.0,9.0,7.0,,3.0,14.0,,1.0,1.0,,1.0,22.0,29.0,26.0,15.0,29.0,28,28.0,29.0,28.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,3rd Grade,33,20.0,13.0,,,4.0,4.0,7.0,,7.0,11.0,5.0,,3.0,15.0,1.0,,1.0,,5.0,28.0,33.0,30.0,18.0,32.0,33,32.0,33.0,28.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,3rd Grade,32,15.0,17.0,,1.0,5.0,1.0,10.0,,9.0,6.0,7.0,1.0,2.0,16.0,,,4.0,2.0,4.0,25.0,31.0,30.0,16.0,32.0,32,28.0,30.0,28.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,3rd Grade,37,16.0,21.0,,,5.0,7.0,5.0,,4.0,16.0,11.0,,4.0,19.0,2.0,1.0,2.0,2.0,5.0,26.0,37.0,33.0,18.0,35.0,36,35.0,35.0,32.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,3rd Grade,49,25.0,24.0,,,4.0,9.0,4.0,,14.0,18.0,7.0,,3.0,17.0,,,5.0,2.0,11.0,42.0,49.0,46.0,32.0,49.0,49,44.0,47.0,38.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,3rd Grade,34,17.0,17.0,,,9.0,3.0,5.0,,4.0,13.0,7.0,,1.0,15.0,1.0,,2.0,2.0,8.0,27.0,34.0,33.0,19.0,33.0,34,32.0,32.0,26.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,4th Grade,35,22.0,13.0,,2.0,1.0,6.0,10.0,,4.0,12.0,7.0,,7.0,21.0,1.0,,2.0,,8.0,28.0,35.0,28.0,14.0,34.0,35,33.0,35.0,27.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,4th Grade,27,13.0,14.0,,1.0,5.0,,8.0,,6.0,7.0,4.0,1.0,,13.0,,,,1.0,7.0,23.0,26.0,27.0,14.0,27.0,27,27.0,26.0,20.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,4th Grade,34,11.0,23.0,,1.0,7.0,5.0,7.0,,2.0,12.0,9.0,,2.0,21.0,3.0,,1.0,4.0,6.0,25.0,34.0,32.0,13.0,31.0,34,33.0,30.0,28.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,4th Grade,44,21.0,23.0,,,1.0,9.0,4.0,,13.0,17.0,7.0,,3.0,16.0,,,5.0,1.0,12.0,37.0,44.0,41.0,28.0,44.0,44,39.0,43.0,32.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,4th Grade,30,16.0,14.0,,,6.0,4.0,5.0,,4.0,11.0,6.0,,3.0,18.0,1.0,,2.0,,8.0,24.0,30.0,27.0,12.0,29.0,30,28.0,30.0,22.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,4th Grade,36,18.0,18.0,,,6.0,9.0,5.0,,5.0,11.0,17.0,,2.0,19.0,1.0,,2.0,2.0,4.0,19.0,36.0,34.0,17.0,35.0,36,34.0,34.0,32.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,5th Grade,34,17.0,17.0,,3.0,3.0,2.0,10.0,,9.0,7.0,7.0,1.0,6.0,19.0,,,3.0,1.0,9.0,27.0,33.0,28.0,15.0,34.0,34,31.0,33.0,25.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,5th Grade,33,13.0,20.0,,1.0,3.0,6.0,7.0,,2.0,14.0,5.0,,1.0,19.0,3.0,,1.0,4.0,8.0,28.0,33.0,32.0,14.0,30.0,33,32.0,29.0,25.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,5th Grade,37,21.0,16.0,,,2.0,6.0,4.0,,11.0,14.0,6.0,,1.0,15.0,1.0,,1.0,3.0,9.0,31.0,37.0,36.0,22.0,36.0,37,36.0,34.0,28.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,5th Grade,28,15.0,13.0,,,6.0,5.0,5.0,,3.0,9.0,5.0,1.0,6.0,16.0,1.0,,1.0,,9.0,23.0,27.0,22.0,12.0,27.0,28,27.0,28.0,19.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,5th Grade,31,16.0,15.0,,,3.0,10.0,5.0,,5.0,8.0,5.0,,,20.0,1.0,,2.0,1.0,5.0,26.0,31.0,31.0,11.0,30.0,31,29.0,30.0,26.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,5th Grade,24,15.0,9.0,,,7.0,9.0,3.0,,3.0,2.0,7.0,,2.0,13.0,1.0,,6.0,,3.0,17.0,24.0,22.0,11.0,23.0,24,18.0,24.0,21.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,AllGrades,221,107.0,114.0,,7.0,20.0,31.0,30.0,6.0,44.0,83.0,42.0,2.0,26.0,104.0,2.0,3.0,20.0,1.0,42.0,179.0,219.0,195.0,117.0,219.0,218,201.0,220.0,179.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,AllGrades,209,95.0,114.0,,2.0,24.0,27.0,33.0,4.0,43.0,76.0,36.0,3.0,6.0,101.0,4.0,,12.0,5.0,47.0,173.0,206.0,203.0,108.0,205.0,209,197.0,204.0,162.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,AllGrades,216,96.0,120.0,,2.0,26.0,26.0,34.0,2.0,47.0,79.0,46.0,3.0,8.0,98.0,5.0,1.0,7.0,11.0,38.0,170.0,213.0,208.0,118.0,211.0,215,209.0,205.0,178.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,AllGrades,238,119.0,119.0,,,34.0,35.0,29.0,,53.0,87.0,51.0,3.0,17.0,100.0,4.0,2.0,18.0,4.0,57.0,187.0,235.0,221.0,138.0,234.0,236,220.0,234.0,181.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,AllGrades,274,128.0,146.0,,1.0,34.0,43.0,39.0,,55.0,102.0,52.0,1.0,17.0,118.0,5.0,,32.0,5.0,59.0,222.0,273.0,257.0,156.0,269.0,274,242.0,269.0,215.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,AllGrades,275,127.0,148.0,,,49.0,45.0,36.0,,44.0,101.0,84.0,,18.0,113.0,6.0,,23.0,5.0,49.0,191.0,275.0,257.0,162.0,269.0,275,252.0,270.0,226.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,Half-day Kindergarten,48,27.0,21.0,,,5.0,3.0,6.0,,11.0,23.0,8.0,,3.0,17.0,,,4.0,,3.0,40.0,48.0,45.0,31.0,48.0,48,44.0,48.0,45.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,Half-day Kindergarten,48,20.0,28.0,,,7.0,6.0,8.0,,12.0,15.0,17.0,,6.0,19.0,1.0,,3.0,,7.0,31.0,48.0,42.0,29.0,47.0,48,45.0,48.0,41.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,Kindergarten,37,17.0,20.0,,,3.0,8.0,1.0,2.0,5.0,18.0,4.0,1.0,5.0,15.0,,1.0,5.0,,6.0,33.0,36.0,32.0,22.0,37.0,36,32.0,37.0,31.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,Kindergarten,20,10.0,10.0,,,1.0,4.0,1.0,1.0,6.0,7.0,4.0,,2.0,9.0,,,1.0,,5.0,16.0,20.0,18.0,11.0,20.0,20,19.0,20.0,15.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,Kindergarten,33,13.0,20.0,,,1.0,5.0,4.0,1.0,5.0,17.0,8.0,,,13.0,,1.0,,1.0,1.0,25.0,33.0,33.0,20.0,33.0,32,33.0,32.0,32.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,Kindergarten,43,23.0,20.0,,,6.0,7.0,1.0,,10.0,19.0,9.0,1.0,2.0,15.0,,,4.0,,5.0,34.0,42.0,41.0,28.0,43.0,43,39.0,43.0,38.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,Kindergarten,7,1.0,6.0,,,2.0,3.0,,,1.0,1.0,4.0,,2.0,6.0,,,5.0,,,3.0,7.0,5.0,1.0,7.0,7,2.0,7.0,7.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,Pre-Kindergarten,28,17.0,11.0,,,6.0,4.0,2.0,1.0,4.0,11.0,,,,9.0,,,4.0,,8.0,28.0,28.0,28.0,19.0,28.0,28,24.0,28.0,20.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,Pre-Kindergarten,38,15.0,23.0,,,5.0,5.0,5.0,1.0,6.0,16.0,,1.0,,18.0,,,7.0,,18.0,38.0,37.0,38.0,20.0,38.0,38,31.0,38.0,20.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,Pre-Kindergarten,12,3.0,9.0,,,,1.0,2.0,,1.0,8.0,,1.0,,5.0,,,,,10.0,12.0,11.0,12.0,7.0,12.0,12,12.0,12.0,2.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,Pre-Kindergarten,14,5.0,9.0,,,3.0,3.0,,,4.0,4.0,,1.0,,6.0,,,1.0,,14.0,14.0,13.0,14.0,8.0,14.0,14,13.0,14.0,,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,Pre-Kindergarten,19,3.0,16.0,,1.0,2.0,1.0,2.0,,4.0,9.0,,1.0,,3.0,,,1.0,,17.0,19.0,18.0,19.0,16.0,19.0,19,18.0,19.0,2.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5205.0,Sand Point Elementary,105168.0,P,Pre-Kindergarten,14,2.0,12.0,,,2.0,1.0,2.0,,2.0,7.0,,,,2.0,,,1.0,,10.0,14.0,14.0,14.0,12.0,14.0,14,13.0,14.0,4.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3665.0,Sanislo Elementary School,101137.0,P,1st Grade,45,22.0,23.0,,,9.0,7.0,8.0,,13.0,8.0,16.0,,5.0,27.0,,,3.0,,4.0,29.0,45.0,40.0,18.0,45.0,45,42.0,45.0,41.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3665.0,Sanislo Elementary School,101137.0,P,1st Grade,34,15.0,19.0,,,6.0,5.0,9.0,1.0,5.0,8.0,13.0,,2.0,22.0,,,1.0,,7.0,21.0,34.0,32.0,12.0,34.0,34,33.0,34.0,27.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3665.0,Sanislo Elementary School,101137.0,P,1st Grade,31,16.0,15.0,,1.0,4.0,3.0,9.0,1.0,7.0,6.0,9.0,,4.0,19.0,,,,,3.0,22.0,31.0,27.0,12.0,31.0,31,31.0,31.0,28.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3665.0,Sanislo Elementary School,101137.0,P,1st Grade,49,22.0,27.0,,1.0,7.0,10.0,13.0,2.0,4.0,12.0,16.0,1.0,12.0,34.0,,,2.0,,6.0,33.0,48.0,37.0,15.0,49.0,49,47.0,49.0,43.0,02/11/2020 12:00:00 AM
