SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationID,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationid,CurrentSchoolType,Gradelevel,All Students,Female,Male,Gender X,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,3rd Grade,37,20.0,17.0,,,3.0,,6.0,,6.0,22.0,1.0,,1.0,9.0,,1.0,1.0,1.0,13.0,36.0,37.0,36.0,28.0,37.0,36,36.0,36.0,24.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,3rd Grade,44,21.0,23.0,,,4.0,5.0,5.0,,5.0,25.0,6.0,,,12.0,,,,2.0,19.0,38.0,44.0,44.0,32.0,44.0,44,44.0,42.0,25.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,3rd Grade,35,13.0,22.0,,,5.0,4.0,5.0,,7.0,14.0,5.0,,1.0,13.0,,,3.0,1.0,10.0,30.0,35.0,34.0,22.0,35.0,35,32.0,34.0,25.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,3rd Grade,36,20.0,16.0,,,2.0,2.0,7.0,,3.0,22.0,6.0,,2.0,11.0,,,1.0,1.0,14.0,30.0,36.0,34.0,25.0,36.0,36,35.0,35.0,22.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,3rd Grade,39,20.0,19.0,,,5.0,5.0,3.0,,2.0,24.0,2.0,,,10.0,,,1.0,1.0,14.0,37.0,39.0,39.0,29.0,39.0,39,38.0,38.0,25.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,4th Grade,35,18.0,17.0,,1.0,2.0,1.0,6.0,,5.0,20.0,2.0,,1.0,12.0,,,1.0,1.0,12.0,33.0,35.0,34.0,23.0,35.0,35,34.0,34.0,23.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,4th Grade,43,21.0,22.0,,,4.0,3.0,6.0,,6.0,24.0,7.0,,2.0,11.0,,,2.0,1.0,16.0,36.0,43.0,41.0,32.0,43.0,43,41.0,42.0,27.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,4th Grade,30,12.0,18.0,,,6.0,3.0,4.0,,5.0,12.0,5.0,,2.0,8.0,,,,2.0,8.0,25.0,30.0,28.0,22.0,30.0,30,30.0,28.0,22.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,4th Grade,32,16.0,16.0,,,2.0,2.0,5.0,,2.0,21.0,4.0,,1.0,11.0,,,1.0,3.0,14.0,28.0,32.0,31.0,21.0,32.0,32,31.0,29.0,18.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,4th Grade,38,18.0,20.0,,,6.0,6.0,3.0,,1.0,22.0,3.0,,2.0,13.0,,,,2.0,15.0,35.0,38.0,36.0,25.0,38.0,38,38.0,36.0,23.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,4th Grade,34,15.0,19.0,,,3.0,2.0,2.0,,4.0,23.0,2.0,,,10.0,,,,3.0,9.0,32.0,34.0,34.0,24.0,34.0,34,34.0,31.0,25.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,5th Grade,36,20.0,16.0,,1.0,4.0,2.0,5.0,,5.0,19.0,6.0,,2.0,10.0,,,1.0,,11.0,30.0,36.0,34.0,26.0,36.0,36,35.0,36.0,25.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,5th Grade,27,12.0,15.0,,,6.0,,5.0,,5.0,11.0,4.0,,1.0,8.0,,,1.0,1.0,7.0,23.0,27.0,26.0,19.0,27.0,27,26.0,26.0,20.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,5th Grade,33,18.0,15.0,,,1.0,3.0,5.0,,2.0,22.0,3.0,,2.0,12.0,,,,4.0,11.0,30.0,33.0,31.0,21.0,33.0,33,33.0,29.0,22.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,5th Grade,41,22.0,19.0,,,6.0,5.0,3.0,,3.0,24.0,3.0,,2.0,12.0,,,1.0,2.0,14.0,38.0,41.0,39.0,29.0,41.0,41,40.0,39.0,27.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,5th Grade,29,11.0,18.0,,,2.0,1.0,2.0,,4.0,20.0,2.0,,,9.0,,,2.0,4.0,7.0,27.0,29.0,29.0,20.0,29.0,29,27.0,25.0,22.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,5th Grade,43,21.0,22.0,,,4.0,4.0,4.0,,3.0,28.0,2.0,,1.0,11.0,,,1.0,3.0,7.0,41.0,43.0,42.0,32.0,43.0,43,42.0,40.0,36.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,AllGrades,252,118.0,134.0,,3.0,19.0,15.0,42.0,,41.0,132.0,23.0,2.0,9.0,67.0,,,8.0,3.0,73.0,229.0,250.0,243.0,185.0,252.0,252,244.0,249.0,179.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,AllGrades,249,116.0,133.0,,1.0,32.0,10.0,36.0,,37.0,133.0,30.0,2.0,8.0,76.0,,3.0,17.0,5.0,78.0,219.0,247.0,241.0,173.0,249.0,246,232.0,244.0,171.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,AllGrades,255,122.0,133.0,,,26.0,23.0,38.0,,30.0,138.0,25.0,1.0,10.0,72.0,,2.0,9.0,10.0,84.0,230.0,254.0,245.0,183.0,255.0,253,246.0,245.0,171.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,AllGrades,268,124.0,144.0,,,28.0,25.0,31.0,,34.0,150.0,32.0,,5.0,74.0,,,7.0,6.0,94.0,236.0,268.0,263.0,194.0,268.0,268,261.0,262.0,174.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,AllGrades,259,120.0,139.0,,,24.0,22.0,27.0,,34.0,152.0,26.0,,7.0,83.0,,,9.0,8.0,88.0,233.0,259.0,252.0,176.0,259.0,259,250.0,251.0,171.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,AllGrades,267,130.0,137.0,,,26.0,24.0,30.0,,26.0,161.0,17.0,,3.0,85.0,,,8.0,11.0,76.0,250.0,267.0,264.0,182.0,267.0,267,259.0,256.0,191.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,Half-day Kindergarten,40,20.0,20.0,,,3.0,2.0,2.0,,5.0,28.0,4.0,,1.0,10.0,,,,,3.0,36.0,40.0,39.0,30.0,40.0,40,40.0,40.0,37.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,Half-day Kindergarten,42,21.0,21.0,,,2.0,6.0,4.0,,3.0,27.0,1.0,,1.0,14.0,,,,1.0,10.0,41.0,42.0,41.0,28.0,42.0,42,42.0,41.0,32.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,Kindergarten,46,20.0,26.0,,,2.0,2.0,10.0,,8.0,24.0,3.0,,,7.0,,,1.0,,8.0,43.0,46.0,46.0,39.0,46.0,46,45.0,46.0,38.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,Kindergarten,45,20.0,25.0,,1.0,4.0,1.0,5.0,,8.0,26.0,10.0,1.0,1.0,9.0,,,2.0,,3.0,35.0,44.0,44.0,36.0,45.0,45,43.0,45.0,42.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,Kindergarten,46,22.0,24.0,,,3.0,3.0,8.0,,6.0,26.0,7.0,,2.0,15.0,,1.0,5.0,1.0,4.0,39.0,46.0,44.0,31.0,46.0,45,41.0,45.0,42.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,Kindergarten,44,21.0,23.0,,,3.0,5.0,4.0,,9.0,23.0,6.0,,,6.0,,,,,9.0,38.0,44.0,44.0,38.0,44.0,44,44.0,44.0,35.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,Kindergarten,5,2.0,3.0,,,1.0,,,,1.0,3.0,,,,1.0,,,2.0,,,5.0,5.0,5.0,4.0,5.0,5,3.0,5.0,5.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,Pre-Kindergarten,23,3.0,20.0,,,3.0,5.0,5.0,,3.0,7.0,,1.0,2.0,11.0,,,2.0,,21.0,23.0,22.0,21.0,12.0,23.0,23,21.0,23.0,2.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,Pre-Kindergarten,22,6.0,16.0,,,8.0,1.0,4.0,,1.0,8.0,,,1.0,16.0,,1.0,4.0,,21.0,22.0,22.0,21.0,6.0,22.0,21,18.0,22.0,1.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,Pre-Kindergarten,21,9.0,12.0,,,6.0,3.0,4.0,,1.0,7.0,,,,11.0,,,1.0,,20.0,21.0,21.0,21.0,10.0,21.0,21,20.0,21.0,1.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,Pre-Kindergarten,21,4.0,17.0,,,4.0,2.0,4.0,,1.0,10.0,3.0,,,6.0,,,1.0,,18.0,18.0,21.0,21.0,15.0,21.0,21,20.0,21.0,3.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,Pre-Kindergarten,27,9.0,18.0,,,2.0,3.0,5.0,,6.0,11.0,2.0,,,10.0,,,1.0,,25.0,25.0,27.0,27.0,17.0,27.0,27,26.0,27.0,2.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3028.0,Sacajawea Elementary School,101116.0,P,Pre-Kindergarten,25,7.0,18.0,,,5.0,2.0,5.0,,4.0,9.0,,,,9.0,,,2.0,,24.0,25.0,25.0,25.0,16.0,25.0,25,23.0,25.0,1.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,1st Grade,52,25.0,27.0,,,5.0,,2.0,,5.0,40.0,5.0,,,5.0,,,,,1.0,47.0,52.0,52.0,47.0,52.0,52,52.0,52.0,51.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,1st Grade,50,22.0,28.0,,,2.0,1.0,3.0,,10.0,34.0,2.0,1.0,1.0,6.0,,,,1.0,12.0,48.0,49.0,49.0,44.0,50.0,50,50.0,49.0,38.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,1st Grade,48,28.0,20.0,,,2.0,,3.0,,6.0,37.0,2.0,,1.0,4.0,,,,,3.0,46.0,48.0,47.0,44.0,48.0,48,48.0,48.0,45.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,1st Grade,48,23.0,25.0,,1.0,3.0,,3.0,,7.0,34.0,1.0,,,3.0,,,,,4.0,47.0,48.0,48.0,45.0,48.0,48,48.0,48.0,44.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,1st Grade,52,23.0,29.0,,,1.0,,2.0,,8.0,41.0,,,1.0,5.0,,,,,6.0,52.0,52.0,51.0,47.0,52.0,52,52.0,52.0,46.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,1st Grade,53,24.0,29.0,,,2.0,,1.0,,10.0,40.0,,,,5.0,,,1.0,,7.0,53.0,53.0,53.0,48.0,53.0,53,52.0,53.0,46.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,2nd Grade,53,23.0,30.0,,,2.0,1.0,3.0,,10.0,37.0,1.0,1.0,2.0,7.0,,,1.0,1.0,14.0,52.0,52.0,51.0,46.0,53.0,53,52.0,52.0,39.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,2nd Grade,52,30.0,22.0,,,2.0,1.0,2.0,,7.0,40.0,2.0,,1.0,5.0,,,,,6.0,50.0,52.0,51.0,47.0,52.0,52,52.0,52.0,46.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,2nd Grade,51,23.0,28.0,,1.0,4.0,,2.0,,7.0,37.0,1.0,,,2.0,,,,3.0,10.0,50.0,51.0,51.0,49.0,51.0,51,51.0,48.0,41.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,2nd Grade,51,23.0,28.0,,,1.0,,2.0,,8.0,40.0,,,1.0,7.0,,,,1.0,16.0,51.0,51.0,50.0,44.0,51.0,51,51.0,50.0,35.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,2nd Grade,51,25.0,26.0,,,2.0,,2.0,,9.0,38.0,,,,7.0,,,,,11.0,51.0,51.0,51.0,44.0,51.0,51,51.0,51.0,40.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,2nd Grade,53,26.0,27.0,,,1.0,,6.0,,7.0,39.0,,,,4.0,,,1.0,1.0,6.0,53.0,53.0,53.0,49.0,53.0,53,52.0,52.0,47.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,3rd Grade,54,31.0,23.0,,,3.0,2.0,2.0,,7.0,40.0,3.0,,3.0,6.0,,,,,15.0,51.0,54.0,51.0,48.0,54.0,54,54.0,54.0,39.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,3rd Grade,52,24.0,28.0,,1.0,4.0,,2.0,,8.0,37.0,,,,1.0,,,,3.0,13.0,52.0,52.0,52.0,51.0,52.0,52,52.0,49.0,39.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,3rd Grade,53,24.0,29.0,,,1.0,,1.0,,8.0,43.0,,,1.0,8.0,,,1.0,4.0,24.0,53.0,53.0,52.0,45.0,53.0,53,52.0,49.0,29.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,3rd Grade,49,24.0,25.0,,,3.0,,2.0,,8.0,36.0,1.0,,,4.0,,,,,16.0,48.0,49.0,49.0,45.0,49.0,49,49.0,49.0,33.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,3rd Grade,53,26.0,27.0,,,1.0,,5.0,,7.0,40.0,,,,2.0,,,,1.0,13.0,53.0,53.0,53.0,51.0,53.0,53,53.0,52.0,40.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,3rd Grade,52,28.0,24.0,,,,1.0,4.0,,7.0,40.0,,,,1.0,,,1.0,,11.0,52.0,52.0,52.0,51.0,52.0,52,51.0,52.0,41.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,4th Grade,55,26.0,29.0,,1.0,3.0,,3.0,,7.0,41.0,1.0,,,2.0,,,,2.0,14.0,54.0,55.0,55.0,53.0,55.0,55,55.0,53.0,41.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,4th Grade,56,25.0,31.0,,,1.0,2.0,,,9.0,44.0,,,1.0,9.0,,,,5.0,24.0,56.0,56.0,55.0,47.0,56.0,56,56.0,51.0,32.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,4th Grade,56,27.0,29.0,,,3.0,,2.0,,9.0,42.0,,,,7.0,,,3.0,,18.0,56.0,56.0,56.0,49.0,56.0,56,53.0,56.0,38.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,4th Grade,54,27.0,27.0,,,1.0,1.0,3.0,,7.0,42.0,,,,1.0,,,,2.0,18.0,54.0,54.0,54.0,53.0,54.0,54,54.0,52.0,36.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,4th Grade,56,29.0,27.0,,,2.0,1.0,4.0,,8.0,41.0,,,1.0,2.0,,,,1.0,16.0,56.0,56.0,55.0,54.0,56.0,56,56.0,55.0,40.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,4th Grade,56,23.0,33.0,,1.0,6.0,,2.0,,2.0,45.0,,1.0,,5.0,,,1.0,3.0,10.0,56.0,55.0,56.0,51.0,56.0,56,55.0,53.0,46.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,5th Grade,58,26.0,32.0,,,2.0,2.0,,,9.0,45.0,1.0,,1.0,7.0,,1.0,,4.0,20.0,57.0,58.0,57.0,51.0,58.0,57,58.0,54.0,38.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,5th Grade,57,28.0,29.0,,,3.0,2.0,2.0,,10.0,40.0,,1.0,,12.0,,,1.0,,24.0,57.0,56.0,57.0,45.0,57.0,57,56.0,57.0,33.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,5th Grade,57,28.0,29.0,,,2.0,1.0,3.0,,7.0,44.0,,,,1.0,,,,2.0,18.0,57.0,57.0,57.0,56.0,57.0,57,57.0,55.0,39.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,5th Grade,57,31.0,26.0,,,2.0,1.0,5.0,,8.0,41.0,,,1.0,5.0,,,,1.0,18.0,57.0,57.0,56.0,52.0,57.0,57,57.0,56.0,39.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,5th Grade,56,22.0,34.0,,1.0,6.0,,1.0,,2.0,46.0,,,,4.0,,,,3.0,10.0,56.0,56.0,56.0,52.0,56.0,56,56.0,53.0,46.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,5th Grade,56,24.0,32.0,,,2.0,2.0,4.0,,2.0,46.0,,,1.0,6.0,,,2.0,1.0,13.0,56.0,56.0,55.0,50.0,56.0,56,54.0,55.0,43.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,6th Grade,119,49.0,70.0,,,4.0,4.0,6.0,,17.0,88.0,3.0,,2.0,18.0,,,,8.0,32.0,116.0,119.0,117.0,101.0,119.0,119,119.0,111.0,87.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,6th Grade,103,48.0,55.0,,,6.0,2.0,7.0,,12.0,76.0,1.0,,,7.0,,1.0,,12.0,27.0,102.0,103.0,103.0,96.0,103.0,102,103.0,91.0,76.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,6th Grade,117,65.0,52.0,,,3.0,2.0,11.0,1.0,11.0,89.0,1.0,,1.0,10.0,,,,11.0,37.0,116.0,117.0,116.0,107.0,117.0,117,117.0,106.0,80.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,6th Grade,118,47.0,71.0,,1.0,12.0,,3.0,,6.0,96.0,4.0,,2.0,10.0,,,,11.0,25.0,114.0,118.0,116.0,108.0,118.0,118,118.0,107.0,93.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,6th Grade,119,60.0,59.0,,,5.0,5.0,9.0,,3.0,97.0,1.0,1.0,1.0,19.0,,,,4.0,27.0,118.0,118.0,118.0,100.0,119.0,119,119.0,115.0,92.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,6th Grade,115,50.0,65.0,,2.0,8.0,1.0,13.0,,9.0,82.0,1.0,,,17.0,,,,8.0,35.0,114.0,115.0,115.0,98.0,115.0,115,115.0,107.0,80.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,7th Grade,115,53.0,62.0,,,6.0,3.0,11.0,,13.0,82.0,5.0,,1.0,15.0,,1.0,,10.0,32.0,110.0,115.0,114.0,100.0,115.0,114,115.0,105.0,83.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,7th Grade,119,64.0,55.0,,,3.0,2.0,13.0,1.0,10.0,90.0,1.0,,,8.0,,,1.0,10.0,40.0,118.0,119.0,119.0,111.0,119.0,119,118.0,109.0,79.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,7th Grade,117,47.0,70.0,,1.0,11.0,1.0,4.0,,6.0,94.0,1.0,,2.0,6.0,,,4.0,12.0,28.0,116.0,117.0,115.0,111.0,117.0,117,113.0,105.0,89.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1796.0,Salmon Bay K-8 School,101006.0,A,7th Grade,121,62.0,59.0,,,4.0,5.0,9.0,,3.0,100.0,1.0,,2.0,15.0,,,3.0,4.0,27.0,120.0,121.0,119.0,106.0,121.0,121,118.0,117.0,94.0,02/11/2020 12:00:00 AM
